"ID","IPADDRESS","STBROWSER","STBROWSERVERSION","STSYSTEM","STLANGUAGE","DATUM","TIMESTAMP"
"5536","184.105.139.67","Chrome","Chrome","Windows","de","2023-05-04","2023-05-04 14:19:16.319"
"5537","94.102.61.10","Chrome","Chrome","Windows","de","2023-05-04","2023-05-04 14:19:49.455"
"5538","193.118.53.194","Chrome","Chrome","Windows","de","2023-05-04","2023-05-04 15:43:19.119"
"5539","37.4.229.216","Firefox","Firefox","Linux","de","2023-05-04","2023-05-04 17:12:55.597"
"5540","37.4.229.216","Firefox","Firefox","Linux","de","2023-05-04","2023-05-04 17:13:00.074"
"5541","37.4.229.216","Firefox","Firefox","Linux","de","2023-05-04","2023-05-04 17:13:26.872"
"5542","192.168.178.1","Firefox","Firefox","Linux","de","2023-05-04","2023-05-04 17:42:58.381"
"5543","192.168.178.1","Firefox","Firefox","Linux","de","2023-05-04","2023-05-04 17:44:42.79"
"5544","181.214.206.9","Chrome","Chrome","Windows","de","2023-05-04","2023-05-04 18:46:20.144"
"5545","167.99.70.109","Chrome","Chrome","Windows","de","2023-05-04","2023-05-04 21:23:48.758"
"5546","167.94.138.34","Other","Other","Other","de","2023-05-04","2023-05-04 22:40:03.938"
"5547","34.79.162.186","Python Requests","Python Requests","Other","de","2023-05-05","2023-05-05 00:39:03.891"
"5548","179.43.177.243","Other","Other","Other","de","2023-05-05","2023-05-05 01:14:18.931"
"5549","162.216.150.79","Other","Other","Other","de","2023-05-05","2023-05-05 01:21:27.227"
"5550","205.210.31.102","Other","Other","Other","de","2023-05-05","2023-05-05 02:09:50.714"
"5551","94.102.49.190","Chrome","Chrome","Windows","de","2023-05-05","2023-05-05 02:31:27.813"
"5552","185.83.114.9","Firefox","Firefox","Ubuntu","de","2023-05-05","2023-05-05 02:38:56.921"
"5553","23.251.102.74","Chrome","Chrome","Windows","de","2023-05-05","2023-05-05 06:12:05.646"
"5554","43.128.225.197","Other","Other","Other","de","2023-05-05","2023-05-05 06:22:03.384"
"5555","3.249.164.127","Other","Other","Other","de","2023-05-05","2023-05-05 06:43:06.236"
"5556","37.4.229.193","Chrome","Chrome","Linux","de","2023-05-05","2023-05-05 06:55:18.632"
"5557","128.1.248.26","Chrome","Chrome","Windows","de","2023-05-05","2023-05-05 07:18:34.435"
"5558","37.4.229.193","Chrome","Chrome","Linux","de","2023-05-05","2023-05-05 08:03:04.856"
"5559","37.4.229.193","Chrome","Chrome","Linux","de","2023-05-05","2023-05-05 08:03:34.52"
"5560","37.4.229.193","Chrome","Chrome","Linux","de","2023-05-05","2023-05-05 08:12:47.301"
"5561","45.170.223.216","Safari","Safari","Mac OS X","de","2023-05-05","2023-05-05 08:15:19.832"
"5562","37.4.229.193","Chrome","Chrome","Linux","de","2023-05-05","2023-05-05 14:30:00.481"
"5563","37.4.229.193","Chrome","Chrome","Linux","de","2023-05-05","2023-05-05 14:32:38.042"
"5564","37.4.229.193","Chrome","Chrome","Linux","de","2023-05-05","2023-05-05 14:35:28.425"
"5565","170.64.190.21","Chrome","Chrome","Windows","de","2023-05-05","2023-05-05 14:38:45.135"
"5566","170.64.190.21","Snapchat","Snapchat","iOS","de","2023-05-05","2023-05-05 14:38:48.401"
"5567","167.94.146.59","Other","Other","Other","de","2023-05-05","2023-05-05 14:51:05.562"
"5568","152.89.196.144","Chrome","Chrome","Windows","de","2023-05-05","2023-05-05 15:57:27.591"
"5569","167.94.138.35","Other","Other","Other","de","2023-05-05","2023-05-05 16:00:49.374"
"5570","87.236.176.158","Other","Other","Other","de","2023-05-05","2023-05-05 16:59:51.748"
"5571","179.43.177.243","Other","Other","Other","de","2023-05-05","2023-05-05 17:24:59.589"
"5572","34.67.136.168","Other","Other","Other","de","2023-05-05","2023-05-05 17:24:59.916"
"5573","183.136.225.32","Firefox","Firefox","Mac OS X","de","2023-05-05","2023-05-05 18:22:06.427"
"5574","183.136.225.32","Chrome","Chrome","Windows","de","2023-05-05","2023-05-05 18:32:07.159"
"5575","172.105.128.12","Chrome","Chrome","Mac OS X","de","2023-05-05","2023-05-05 19:22:24.463"
"5576","185.180.143.140","Chrome","Chrome","Windows","de","2023-05-05","2023-05-05 20:43:05.215"
"5577","185.180.143.81","Chrome","Chrome","Windows","de","2023-05-05","2023-05-05 20:54:51.217"
"5578","167.99.141.170","Firefox","Firefox","Windows","de","2023-05-05","2023-05-05 23:55:08.132"
"5579","34.140.248.32","Python Requests","Python Requests","Other","de","2023-05-06","2023-05-06 00:23:43.964"
"5580","167.99.54.13","Chrome","Chrome","Windows","de","2023-05-06","2023-05-06 01:38:25.946"
"5581","167.99.54.13","Snapchat","Snapchat","iOS","de","2023-05-06","2023-05-06 01:38:27.132"
"5582","128.1.248.26","Chrome","Chrome","Windows","de","2023-05-06","2023-05-06 01:42:49.107"
"5583","152.89.196.144","Chrome","Chrome","Windows","de","2023-05-06","2023-05-06 04:16:07.945"
"5584","165.22.100.174","Chrome","Chrome","Windows","de","2023-05-06","2023-05-06 05:51:27.683"
"5585","165.22.100.174","Snapchat","Snapchat","iOS","de","2023-05-06","2023-05-06 05:51:29.521"
"5586","217.24.150.66","Chrome","Chrome","Windows","de","2023-05-06","2023-05-06 06:38:17.393"
"5587","37.4.229.254","Chrome","Chrome","Linux","de","2023-05-06","2023-05-06 07:01:59.627"
"5588","123.160.174.123","Chrome","Chrome","Windows","de","2023-05-06","2023-05-06 07:05:16.905"
"5589","37.4.229.254","Chrome","Chrome","Linux","de","2023-05-06","2023-05-06 07:13:42.557"
"5590","37.4.229.254","Chrome","Chrome","Linux","de","2023-05-06","2023-05-06 07:19:22.793"
"5591","37.4.229.254","Chrome","Chrome","Linux","de","2023-05-06","2023-05-06 07:19:35.762"
"5592","186.155.0.40","Chrome","Chrome","Windows","de","2023-05-06","2023-05-06 07:43:10.638"
"5593","205.210.31.64","Other","Other","Other","de","2023-05-06","2023-05-06 07:54:50.253"
"5594","38.91.106.78","Other","Other","Linux","de","2023-05-06","2023-05-06 08:12:07.388"
"5595","64.226.113.246","Opera","Opera","Windows","de","2023-05-06","2023-05-06 08:19:03.811"
"5596","170.254.75.211","Chrome","Chrome","Windows","de","2023-05-06","2023-05-06 08:44:49.393"
"5597","103.43.19.38","Firefox","Firefox","Linux","de","2023-05-06","2023-05-06 09:14:46.904"
"5598","34.76.96.55","Python Requests","Python Requests","Other","de","2023-05-06","2023-05-06 09:20:09.387"
"5599","64.62.197.117","Safari","Safari","Mac OS X","de","2023-05-06","2023-05-06 09:28:30.021"
"5600","37.4.229.254","Chrome","Chrome","Linux","de","2023-05-06","2023-05-06 09:28:30.484"
"5601","38.91.106.78","Firefox","Firefox","Ubuntu","de","2023-05-06","2023-05-06 10:52:17.656"
"5602","37.4.229.254","Firefox","Firefox","Linux","de","2023-05-06","2023-05-06 11:09:41.986"
"5603","37.4.229.254","Firefox","Firefox","Linux","de","2023-05-06","2023-05-06 11:18:38.305"
"5604","37.4.229.254","Firefox","Firefox","Linux","de","2023-05-06","2023-05-06 11:21:13.972"
"5605","179.43.177.243","Other","Other","Other","de","2023-05-06","2023-05-06 11:21:37.781"
"5606","217.160.255.254","Chrome","Chrome","Linux","de","2023-05-06","2023-05-06 12:12:44.526"
"5607","217.160.255.254","Chrome","Chrome","Linux","de","2023-05-06","2023-05-06 12:12:58.364"
"5608","217.160.255.254","Chrome","Chrome","Linux","de","2023-05-06","2023-05-06 12:13:06.343"
"5609","37.4.229.254","Firefox","Firefox","Linux","de","2023-05-06","2023-05-06 12:15:51.716"
"5610","37.4.229.254","Firefox","Firefox","Linux","de","2023-05-06","2023-05-06 12:16:24.431"
"5611","37.4.229.254","Chrome","Chrome","Linux","de","2023-05-06","2023-05-06 12:16:57.104"
"5612","37.4.229.254","Chrome","Chrome","Linux","de","2023-05-06","2023-05-06 12:22:21.148"
"5613","162.142.125.216","Other","Other","Other","de","2023-05-06","2023-05-06 15:50:25.791"
"5614","167.248.133.52","Other","Other","Other","de","2023-05-06","2023-05-06 16:01:06.53"
"5615","84.239.49.31","Chrome","Chrome","Windows","de","2023-05-06","2023-05-06 18:53:33.299"
"5616","13.48.249.198","IE Mobile","IE Mobile","Windows Phone","de","2023-05-06","2023-05-06 18:59:59.438"
"5617","198.235.24.44","Other","Other","Other","de","2023-05-06","2023-05-06 21:02:10.54"
"5618","172.104.11.46","Chrome","Chrome","Mac OS X","de","2023-05-06","2023-05-06 21:19:55.449"
"5619","68.183.13.153","Chrome Mobile","Chrome Mobile","Android","de","2023-05-06","2023-05-06 23:30:32.73"
"5620","68.183.13.153","Go-http-client","Go-http-client","Other","de","2023-05-06","2023-05-06 23:30:34.191"
"5621","34.78.249.41","Python Requests","Python Requests","Other","de","2023-05-07","2023-05-07 00:21:29.227"
"5622","188.166.176.144","Other","Other","Other","de","2023-05-07","2023-05-07 00:22:34.942"
"5623","161.35.77.168","Chrome","Chrome","Windows","de","2023-05-07","2023-05-07 00:36:50.89"
"5624","161.35.77.168","Snapchat","Snapchat","iOS","de","2023-05-07","2023-05-07 00:36:51.012"
"5625","94.102.61.10","Chrome","Chrome","Windows","de","2023-05-07","2023-05-07 00:47:38.117"
"5626","2.100.159.88","Chrome","Chrome","Windows","de","2023-05-07","2023-05-07 01:45:44.6"
"5627","167.248.133.124","Other","Other","Other","de","2023-05-07","2023-05-07 02:54:38.955"
"5628","174.138.61.44","Chrome","Chrome","Windows","de","2023-05-07","2023-05-07 05:28:03.557"
"5629","94.102.61.80","Chrome","Chrome","Windows","de","2023-05-07","2023-05-07 05:41:38.948"
"5630","37.255.243.195","Safari","Safari","Mac OS X","de","2023-05-07","2023-05-07 06:05:19.626"
"5631","175.141.144.117","Chrome","Chrome","Windows","de","2023-05-07","2023-05-07 06:20:03.688"
"5632","31.18.253.43","Chrome","Chrome","Linux","de","2023-05-07","2023-05-07 06:31:13.842"
"5633","31.18.253.43","Firefox","Firefox","Linux","de","2023-05-07","2023-05-07 06:56:01.389"
"5634","31.18.253.43","Chrome","Chrome","Linux","de","2023-05-07","2023-05-07 07:15:08.441"
"5635","31.18.253.43","Chrome","Chrome","Linux","de","2023-05-07","2023-05-07 17:49:58.699"
"5636","31.18.253.43","Chrome","Chrome","Linux","de","2023-05-07","2023-05-07 17:51:18.539"
"5637","5.161.216.43","Python Requests","Python Requests","Other","de","2023-05-07","2023-05-07 20:00:02.803"
"5638","5.161.216.43","Python Requests","Python Requests","Other","de","2023-05-07","2023-05-07 20:09:10.299"
"5639","142.4.218.114","Firefox","Firefox","Ubuntu","de","2023-05-07","2023-05-07 21:14:11.106"
"5640","89.186.157.221","Other","Other","Other","de","2023-05-07","2023-05-07 21:59:38.178"
"5641","178.32.197.90","Firefox","Firefox","Ubuntu","de","2023-05-07","2023-05-07 22:29:05.374"
"5642","198.235.24.249","Other","Other","Other","de","2023-05-07","2023-05-07 22:55:18.287"
"5643","34.76.158.233","Python Requests","Python Requests","Other","de","2023-05-07","2023-05-07 23:57:07.033"
"5644","177.53.40.134","Chrome","Chrome","Windows","de","2023-05-08","2023-05-08 01:25:21.545"
"5645","85.209.41.34","Firefox","Firefox","Windows","de","2023-05-08","2023-05-08 02:59:47.975"
"5646","103.187.191.132","Chrome","Chrome","Windows","de","2023-05-08","2023-05-08 03:16:29.515"
"5647","71.6.134.236","Chrome","Chrome","Windows","de","2023-05-08","2023-05-08 04:14:26.189"
"5648","3.16.151.118","Chrome","Chrome","Windows","de","2023-05-08","2023-05-08 04:27:01.396"
"5649","176.97.210.59","Other","Other","Other","de","2023-05-08","2023-05-08 04:57:25.791"
"5650","167.94.138.49","Other","Other","Other","de","2023-05-08","2023-05-08 05:16:56.152"
"5651","128.199.77.96","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 05:57:02.456"
"5652","37.4.229.229","Chrome","Chrome","Linux","de","2023-05-08","2023-05-08 07:01:32.367"
"5653","95.214.55.244","Other","Other","Other","de","2023-05-08","2023-05-08 07:08:34.565"
"5654","87.236.176.90","Other","Other","Other","de","2023-05-08","2023-05-08 07:26:49.826"
"5655","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 15:58:37.912"
"5656","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 15:58:42.616"
"5657","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 15:59:32.585"
"5658","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 16:14:36.402"
"5659","45.33.87.154","Other","Other","Other","de","2023-05-08","2023-05-08 16:18:39.076"
"5660","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 16:18:51.94"
"5661","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 16:19:02.219"
"5662","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 16:20:36.051"
"5663","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 16:21:12.823"
"5664","162.221.192.26","Chrome","Chrome","Windows","de","2023-05-08","2023-05-08 16:40:00.634"
"5665","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 17:04:47.158"
"5666","179.43.177.243","Other","Other","Other","de","2023-05-08","2023-05-08 17:11:46.821"
"5667","45.79.181.94","Chrome","Chrome","Mac OS X","de","2023-05-08","2023-05-08 17:49:22.575"
"5668","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 17:50:52.835"
"5669","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 17:52:04.022"
"5670","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 17:53:49.757"
"5671","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 17:56:13.901"
"5672","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 17:56:42.399"
"5673","167.172.90.128","Chrome","Chrome","Windows","de","2023-05-08","2023-05-08 17:58:25.193"
"5674","167.172.90.128","Snapchat","Snapchat","iOS","de","2023-05-08","2023-05-08 17:58:27.063"
"5675","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 18:00:57.485"
"5676","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 18:02:38.94"
"5677","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 18:54:54.388"
"5678","37.4.229.229","Firefox","Firefox","Linux","de","2023-05-08","2023-05-08 19:01:13.261"
"5679","37.4.229.229","Chrome","Chrome","Linux","de","2023-05-08","2023-05-08 19:02:14.215"
"5680","37.4.229.229","Chrome","Chrome","Linux","de","2023-05-08","2023-05-08 19:02:35.623"
"5681","37.4.229.229","Chrome","Chrome","Linux","de","2023-05-08","2023-05-08 19:02:49.326"
"5682","37.4.229.229","Chrome","Chrome","Linux","de","2023-05-08","2023-05-08 19:57:28.571"
"5683","103.119.78.123","Safari","Safari","Mac OS X","de","2023-05-08","2023-05-08 23:07:22.624"
"5684","45.155.126.211","Other","Other","Other","de","2023-05-08","2023-05-08 23:18:45.223"
"5685","37.19.223.112","Opera","Opera","Windows","de","2023-05-08","2023-05-08 23:23:51.853"
"5686","35.187.98.121","Python Requests","Python Requests","Other","de","2023-05-08","2023-05-08 23:36:22.275"
"5687","137.184.194.109","Chrome","Chrome","Windows","de","2023-05-08","2023-05-08 23:47:49.222"
"5688","137.184.194.109","Snapchat","Snapchat","iOS","de","2023-05-08","2023-05-08 23:47:50.292"
"5689","94.102.61.10","Chrome","Chrome","Windows","de","2023-05-09","2023-05-09 00:14:28.166"
"5690","205.210.31.176","Other","Other","Other","de","2023-05-09","2023-05-09 01:29:11.66"
"5691","43.158.213.246","Other","Other","Other","de","2023-05-09","2023-05-09 01:52:39.365"
"5692","66.240.236.109","Other","Other","Other","de","2023-05-09","2023-05-09 03:15:42.192"
"5693","104.248.229.49","Other","Other","Other","de","2023-05-09","2023-05-09 03:49:43.746"
"5694","184.105.247.196","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 04:29:44.952"
"5695","165.232.170.200","Yandex Browser","Yandex Browser","Windows","de","2023-05-09","2023-05-09 04:39:00.167"
"5696","35.216.166.62","Other","Other","Other","de","2023-05-09","2023-05-09 05:22:55.952"
"5697","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 05:30:11.238"
"5698","170.64.177.28","Chrome","Chrome","Windows","de","2023-05-09","2023-05-09 05:33:32.796"
"5699","170.64.177.28","Snapchat","Snapchat","iOS","de","2023-05-09","2023-05-09 05:33:35.836"
"5700","2.183.198.86","Chrome","Chrome","Windows","de","2023-05-09","2023-05-09 06:00:00.896"
"5701","167.71.133.68","Other","Other","Other","de","2023-05-09","2023-05-09 06:00:47.963"
"5702","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 07:16:17.185"
"5703","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 07:21:05.469"
"5704","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 07:21:13.67"
"5705","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 07:26:45.194"
"5706","198.235.24.88","Other","Other","Other","de","2023-05-09","2023-05-09 07:31:56.045"
"5707","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 07:32:41.259"
"5708","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 08:24:07.688"
"5709","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 09:23:55.265"
"5710","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 09:24:02.379"
"5711","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 09:40:38.369"
"5712","179.43.177.243","Other","Other","Other","de","2023-05-09","2023-05-09 09:46:25.437"
"5713","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 10:35:55.681"
"5714","97.74.80.97","Python Requests","Python Requests","Other","de","2023-05-09","2023-05-09 10:54:52.11"
"5715","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 11:03:38.773"
"5716","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 11:05:15.873"
"5717","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 11:31:31.642"
"5718","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 11:32:30.174"
"5719","205.210.31.93","Other","Other","Other","de","2023-05-09","2023-05-09 11:38:59.25"
"5720","95.214.55.244","Other","Other","Other","de","2023-05-09","2023-05-09 11:40:04.891"
"5721","198.20.101.98","Chrome","Chrome","Windows","de","2023-05-09","2023-05-09 11:47:25.589"
"5722","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 13:21:08.632"
"5723","80.66.77.238","Other","Other","Other","de","2023-05-09","2023-05-09 13:44:28.939"
"5724","113.206.178.1","Chrome","Chrome","Windows","de","2023-05-09","2023-05-09 15:28:07.027"
"5725","167.248.133.124","Other","Other","Other","de","2023-05-09","2023-05-09 15:52:19.919"
"5726","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 15:57:03.051"
"5727","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 16:28:51.465"
"5728","152.89.196.144","Chrome","Chrome","Windows","de","2023-05-09","2023-05-09 17:26:38.44"
"5729","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 17:27:10.722"
"5730","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 17:27:21.975"
"5731","192.241.225.20","Other","Other","Other","de","2023-05-09","2023-05-09 18:03:18.925"
"5732","104.233.61.102","Edge","Edge","Windows","de","2023-05-09","2023-05-09 18:14:22.218"
"5733","104.233.61.102","Edge","Edge","Windows","de","2023-05-09","2023-05-09 18:14:22.712"
"5734","37.4.229.195","Chrome","Chrome","Linux","de","2023-05-09","2023-05-09 18:15:07.698"
"5735","172.121.220.29","Edge","Edge","Windows","de","2023-05-09","2023-05-09 18:18:07.285"
"5736","172.121.220.29","Edge","Edge","Windows","de","2023-05-09","2023-05-09 18:18:08.187"
"5737","154.126.186.59","Chrome","Chrome","Windows","de","2023-05-09","2023-05-09 18:21:23.766"
"5738","34.212.178.83","IE","IE","Windows","de","2023-05-09","2023-05-09 18:52:06.172"
"5739","45.79.181.94","Chrome","Chrome","Mac OS X","de","2023-05-09","2023-05-09 19:40:06.157"
"5740","35.216.237.60","Other","Other","Other","de","2023-05-09","2023-05-09 20:17:27.885"
"5741","91.244.112.102","Chrome","Chrome","Windows","de","2023-05-09","2023-05-09 22:18:09.662"
"5742","128.14.134.170","Chrome","Chrome","Windows","de","2023-05-09","2023-05-09 22:32:42.225"
"5743","183.136.225.43","Firefox","Firefox","Mac OS X","de","2023-05-09","2023-05-09 22:32:53.588"
"5744","35.233.62.116","Python Requests","Python Requests","Other","de","2023-05-09","2023-05-09 23:26:46.736"
"5745","220.245.93.142","Chrome","Chrome","Mac OS X","de","2023-05-09","2023-05-09 23:31:56.827"
"5746","142.93.218.102","Chrome","Chrome","Windows","de","2023-05-10","2023-05-10 00:06:15.57"
"5747","179.43.177.243","Other","Other","Other","de","2023-05-10","2023-05-10 01:34:44.62"
"5748","205.210.31.153","Other","Other","Other","de","2023-05-10","2023-05-10 02:51:21.928"
"5749","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 06:22:43.471"
"5750","128.199.77.96","Firefox","Firefox","Linux","de","2023-05-10","2023-05-10 06:37:39.498"
"5751","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 07:25:51.439"
"5752","193.35.18.61","Firefox","Firefox","Ubuntu","de","2023-05-10","2023-05-10 07:46:19.863"
"5753","152.89.196.144","Chrome","Chrome","Windows","de","2023-05-10","2023-05-10 08:30:14.77"
"5754","109.94.208.131","masscan","masscan","Other","de","2023-05-10","2023-05-10 09:44:02.742"
"5755","59.45.143.3","curl","curl","Other","de","2023-05-10","2023-05-10 09:47:47.077"
"5756","213.25.20.247","Chrome","Chrome","Windows","de","2023-05-10","2023-05-10 10:41:14.026"
"5757","154.47.16.200","Python Requests","Python Requests","Other","de","2023-05-10","2023-05-10 11:37:31.819"
"5758","95.141.132.82","Chrome","Chrome","Windows","de","2023-05-10","2023-05-10 11:58:07.404"
"5759","64.62.197.102","Firefox","Firefox","Mac OS X","de","2023-05-10","2023-05-10 11:58:38.088"
"5760","138.197.64.22","Firefox","Firefox","Linux","de","2023-05-10","2023-05-10 12:15:42.114"
"5761","138.197.64.22","Firefox","Firefox","Linux","de","2023-05-10","2023-05-10 12:16:22.319"
"5762","66.249.64.40","Googlebot","Googlebot","Other","de","2023-05-10","2023-05-10 13:20:50.526"
"5763","66.249.64.37","Googlebot","Googlebot","Other","de","2023-05-10","2023-05-10 13:20:58.594"
"5764","66.249.64.37","Googlebot","Googlebot","Android","de","2023-05-10","2023-05-10 13:20:58.878"
"5765","185.180.143.189","Chrome","Chrome","Windows","de","2023-05-10","2023-05-10 13:30:29.974"
"5766","167.94.138.33","Other","Other","Other","de","2023-05-10","2023-05-10 13:35:32.679"
"5767","142.93.223.34","Chrome","Chrome","Windows","de","2023-05-10","2023-05-10 16:20:00.843"
"5768","142.93.223.34","Snapchat","Snapchat","iOS","de","2023-05-10","2023-05-10 16:20:02.334"
"5769","167.94.146.57","Other","Other","Other","de","2023-05-10","2023-05-10 16:20:18.581"
"5770","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 17:12:12.332"
"5771","176.97.210.59","Other","Other","Other","de","2023-05-10","2023-05-10 17:24:52.306"
"5772","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 17:31:16.982"
"5773","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 17:41:55.425"
"5774","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 17:44:25.875"
"5775","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 17:47:12.954"
"5776","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 17:47:38.789"
"5777","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 17:47:55.023"
"5778","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 17:49:44.733"
"5779","107.170.232.11","Other","Other","Other","de","2023-05-10","2023-05-10 17:59:29.861"
"5780","179.43.177.243","Other","Other","Other","de","2023-05-10","2023-05-10 18:34:46.034"
"5781","31.18.253.3","Chrome","Chrome","Linux","de","2023-05-10","2023-05-10 20:09:29.751"
"5782","45.79.172.21","Chrome","Chrome","Mac OS X","de","2023-05-10","2023-05-10 21:36:24.192"
"5783","167.248.133.36","Other","Other","Other","de","2023-05-10","2023-05-10 21:38:04.774"
"5784","104.199.31.214","Python Requests","Python Requests","Other","de","2023-05-10","2023-05-10 23:05:54.85"
"5785","205.210.31.78","Other","Other","Other","de","2023-05-11","2023-05-11 00:15:09.472"
"5786","103.178.228.17","Firefox","Firefox","Ubuntu","de","2023-05-11","2023-05-11 00:30:55.433"
"5787","103.149.192.161","Chrome","Chrome","Windows","de","2023-05-11","2023-05-11 01:25:30.476"
"5788","50.31.21.6","Chrome Mobile","Chrome Mobile","Android","de","2023-05-11","2023-05-11 02:08:15.972"
"5789","94.102.61.10","Chrome","Chrome","Windows","de","2023-05-11","2023-05-11 02:16:09.795"
"5790","74.50.94.120","Firefox","Firefox","Windows","de","2023-05-11","2023-05-11 02:51:27.991"
"5791","52.167.144.32","bingbot","bingbot","Other","de","2023-05-11","2023-05-11 03:14:35.26"
"5792","178.32.197.95","Firefox","Firefox","Ubuntu","de","2023-05-11","2023-05-11 04:32:50.464"
"5793","152.89.196.144","Chrome","Chrome","Windows","de","2023-05-11","2023-05-11 04:53:24.905"
"5794","45.172.56.205","Chrome","Chrome","Windows","de","2023-05-11","2023-05-11 05:06:38.162"
"5795","51.81.56.161","curl","curl","Other","de","2023-05-11","2023-05-11 06:26:31.337"
"5796","184.105.139.70","Firefox","Firefox","Mac OS X","de","2023-05-11","2023-05-11 06:53:58.071"
"5797","71.6.232.20","Chrome","Chrome","Windows","de","2023-05-11","2023-05-11 07:09:42.169"
"5798","31.18.252.227","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 07:50:10.719"
"5799","31.18.252.227","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 07:55:20.801"
"5800","31.18.252.227","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 07:56:24.572"
"5801","31.18.252.227","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 07:58:47.113"
"5802","31.18.252.227","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 07:59:10.419"
"5803","31.18.252.227","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 08:01:53.351"
"5804","31.18.252.227","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 08:02:17.04"
"5805","31.18.252.227","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 08:03:31.052"
"5806","31.18.252.227","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 08:04:01.238"
"5807","217.160.255.254","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 08:27:48.464"
"5808","217.160.255.254","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 08:27:50.78"
"5809","217.160.255.254","Chrome","Chrome","Linux","de","2023-05-11","2023-05-11 08:28:01.478"
"5810","109.43.114.219","Chrome","Chrome","Android","de","2023-05-11","2023-05-11 08:51:21.479"
"5811","179.43.177.243","Other","Other","Other","de","2023-05-11","2023-05-11 10:37:38.16"
